,WDSC1,RIOC1,MWEC1,IRAC1,GRQC1
2023-05-02 14:30:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 14:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 15:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 15:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 15:30:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 15:45:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 16:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 16:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 16:30:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 16:45:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 17:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 17:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 17:30:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 17:45:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 18:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 18:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 18:30:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 18:45:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 19:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 19:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 19:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 19:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 20:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 20:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 20:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 20:45:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 21:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 21:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 21:30:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 21:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 22:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 22:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 22:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 22:45:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-02 23:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 23:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 23:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-02 23:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 00:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 00:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 00:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 00:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 01:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 01:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 01:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 01:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 02:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 02:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 02:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 02:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 03:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 03:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 03:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 03:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 04:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 04:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 04:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 04:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 05:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 05:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 05:30:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 05:45:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 06:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 06:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 06:30:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 06:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 07:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 07:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 07:30:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 07:45:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 08:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 08:15:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 08:30:00+00:00,6.96,5.07,40.74,2.84,57.0
2023-05-03 08:45:00+00:00,6.96,5.07,40.74,2.84,56.99
2023-05-03 09:00:00+00:00,6.96,5.07,40.74,2.84,56.98
2023-05-03 09:15:00+00:00,6.96,5.07,40.74,2.84,56.97
2023-05-03 09:30:00+00:00,6.96,5.07,40.74,2.84,56.95
2023-05-03 09:45:00+00:00,6.96,5.07,40.74,2.84,56.99
2023-05-03 10:00:00+00:00,6.96,5.07,40.74,2.84,57.01
2023-05-03 10:15:00+00:00,6.96,5.07,40.74,2.84,57.0
2023-05-03 10:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 10:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 11:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 11:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 11:30:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 11:45:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 12:00:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 12:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 12:30:00+00:00,6.96,5.07,40.74,2.84,57.03
2023-05-03 12:45:00+00:00,6.96,5.07,40.74,2.84,57.03
2023-05-03 13:00:00+00:00,6.96,5.07,40.74,2.84,57.03
2023-05-03 13:15:00+00:00,6.96,5.07,40.74,2.84,57.02
2023-05-03 13:30:00+00:00,6.96,5.07,40.74,2.84,57.03
2023-05-03 13:45:00+00:00,6.96,5.07,40.74,2.84,57.04
2023-05-03 14:00:00+00:00,6.96,5.07,40.74,2.84,57.04
2023-05-03 14:15:00+00:00,6.96,5.07,40.74,2.84,57.05
2023-05-03 14:30:00+00:00,6.96,5.07,40.74,2.84,57.052
2023-05-03 14:45:00+00:00,6.96,5.07,40.74,2.84,57.054
2023-05-03 15:00:00+00:00,6.96,5.07,40.74,2.84,57.056
2023-05-03 15:15:00+00:00,6.96,5.07,40.74,2.84,57.058
2023-05-03 15:30:00+00:00,6.96,5.07,40.74,2.84,57.06
2023-05-03 15:45:00+00:00,6.96,5.07,40.74,2.84,57.07
2023-05-03 16:00:00+00:00,6.96,5.07,40.74,2.84,57.07
2023-05-03 16:15:00+00:00,6.96,5.07,40.74,2.84,57.08
2023-05-03 16:30:00+00:00,6.96,5.07,40.74,2.84,57.08
2023-05-03 16:45:00+00:00,6.96,5.07,40.74,2.84,57.08
2023-05-03 17:00:00+00:00,6.96,5.07,40.74,2.84,57.08
2023-05-03 17:15:00+00:00,6.96,5.07,40.74,2.84,57.08
2023-05-03 17:30:00+00:00,6.96,5.07,40.74,2.84,57.08
2023-05-03 17:45:00+00:00,6.96,5.07,40.74,2.84,57.08
2023-05-03 18:00:00+00:00,6.96,5.07,40.74,2.84,57.08
2023-05-03 18:15:00+00:00,6.96,5.07,40.74,2.84,57.09
2023-05-03 18:30:00+00:00,6.96,5.07,40.74,2.84,57.09
2023-05-03 18:45:00+00:00,6.96,5.07,40.74,2.84,57.09
2023-05-03 19:00:00+00:00,6.96,5.07,40.74,2.84,57.09
2023-05-03 19:15:00+00:00,6.96,5.06,40.74,2.84,57.09
2023-05-03 19:30:00+00:00,6.95,5.06,40.74,2.84,57.09
2023-05-03 19:45:00+00:00,6.96,5.08,40.73,2.8421161544554656,57.09
2023-05-03 20:00:00+00:00,6.96,5.08,40.72,2.8445301597134525,57.09
2023-05-03 20:15:00+00:00,6.95,5.08,40.72,2.8470959203985213,57.09
2023-05-03 20:30:00+00:00,6.96,5.08,40.72,2.8498134365106718,57.09089571658775
2023-05-03 20:45:00+00:00,6.96,5.08,40.71,2.8526827080499033,57.09284082012678
2023-05-03 21:00:00+00:00,6.96,5.08,40.7,2.8557037350162164,57.09583531061704
2023-05-03 21:15:00+00:00,6.96,5.09,40.7,2.858347734054803,57.09987918805855
2023-05-03 21:30:00+00:00,6.96,5.09,40.7,2.8599321429780775,57.10440653418545
2023-05-03 21:45:00+00:00,6.96,5.08,40.69,2.8604542639117803,57.106021839402565
2023-05-03 22:00:00+00:00,6.96,5.09,40.69,2.859914096855914,57.10415918544403
2023-05-03 22:15:00+00:00,6.96,5.09,40.69,2.8593065641615496,57.09881857230983
2023-05-03 22:30:00+00:00,6.96,5.09,40.68,2.859915927843086,57.09
2023-05-03 22:45:00+00:00,6.96,5.09,40.68,2.8617472640349657,57.08
2023-05-03 23:00:00+00:00,6.96,5.1,40.68,2.864800572737191,57.08
2023-05-03 23:15:00+00:00,6.96,5.09,40.68,2.8679906587536785,57.08
2023-05-03 23:30:00+00:00,6.96,5.09,40.67,2.8699167344078544,57.08
2023-05-03 23:45:00+00:00,6.96,5.09,40.67,2.8705732629895353,57.01
2023-05-04 00:00:00+00:00,6.96,5.1,40.67,2.8699602444987216,57.02
2023-05-04 00:15:00+00:00,6.96,5.1,40.68,2.8692383722052694,57.07
2023-05-04 00:30:00+00:00,6.97,5.1,40.67,2.8699058879320085,57.1
2023-05-04 00:45:00+00:00,6.97,5.1,40.67,2.871968713583375,57.1
2023-05-04 01:00:00+00:00,6.96,5.1,40.67,2.8754268491593713,57.1
2023-05-04 01:15:00+00:00,6.96,5.1,40.66,2.8787568857924812,57.1
2023-05-04 01:30:00+00:00,6.96,5.1,40.66,2.8799923824445393,57.1
2023-05-04 01:45:00+00:00,6.97,5.09,40.66,2.879125566621322,57.1
2023-05-04 02:00:00+00:00,6.97,5.09,40.66,2.876156438322832,57.09
2023-05-04 02:15:00+00:00,6.97,5.09,40.65,2.872531424150954,57.09
2023-05-04 02:30:00+00:00,6.97,5.09,40.65,2.870117595178534,57.09
2023-05-04 02:45:00+00:00,6.96,5.1,40.65,2.8689223311331324,57.09
2023-05-04 03:00:00+00:00,6.97,5.09,40.65,2.8689456320147504,57.08
2023-05-04 03:15:00+00:00,6.97,5.09,40.65,2.869565680412906,57.09
2023-05-04 03:30:00+00:00,6.97,5.09,40.65,2.869979824262035,57.09
2023-05-04 03:45:00+00:00,6.96,5.09,40.65,2.8701848910243255,57.1
2023-05-04 04:00:00+00:00,6.96,5.09,40.65,2.8701808806997806,57.11
2023-05-04 04:15:00+00:00,6.97,5.1,40.65,2.870074493371608,57.12
2023-05-04 04:30:00+00:00,6.97,5.09,40.65,2.8700034592492596,57.130137744658555
2023-05-04 04:45:00+00:00,6.96,5.09,40.65,2.8699683227209136,57.14036375874329
2023-05-04 05:00:00+00:00,6.97,5.09,40.65,2.8699690837865717,57.150215185552014
2023-05-04 05:15:00+00:00,6.97,5.09,40.65,2.869987359357449,57.156914884871654
2023-05-04 05:30:00+00:00,6.97,5.09,40.65,2.8699994202424137,57.16
2023-05-04 05:45:00+00:00,6.97,5.09,40.65,2.8700051726501954,57.16
2023-05-04 06:00:00+00:00,6.97,5.09,40.65,2.870004616580795,57.16
2023-05-04 06:15:00+00:00,6.97,5.09,40.65,2.8700013504837005,57.16
2023-05-04 06:30:00+00:00,6.96,5.09,40.65,2.8700000192962616,57.16003265934692
2023-05-04 06:45:00+00:00,6.97,5.09,40.65,2.870000641377915,57.16011870447342
2023-05-04 07:00:00+00:00,6.97,5.09,40.65,2.8700032167286613,57.16023024919829
2023-05-04 07:15:00+00:00,6.96,5.09,40.65,2.87000453774035,57.16019997643424
2023-05-04 07:30:00+00:00,6.96,5.09,40.65,2.8700004639800176,57.16
2023-05-04 07:45:00+00:00,6.96,5.09,40.65,2.869990979082315,57.16
2023-05-04 08:00:00+00:00,6.96,5.09,40.66,2.8699760830472427,57.16
2023-05-04 08:15:00+00:00,6.96,5.1,40.66,2.869971423074199,57.15
2023-05-04 08:30:00+00:00,6.96,5.1,40.66,2.8699971968236335,57.15
2023-05-04 08:45:00+00:00,6.96,5.09,40.67,2.870053484128196,57.15
2023-05-04 09:00:00+00:00,6.96,5.1,40.67,2.870140284987888,57.15
2023-05-04 09:15:00+00:00,6.96,5.09,40.68,2.8701669238144594,57.15
2023-05-04 09:30:00+00:00,6.97,5.09,40.68,2.8700163550781843,57.14
2023-05-04 09:45:00+00:00,6.96,5.1,40.69,2.8696881161485095,57.14
2023-05-04 10:00:00+00:00,6.97,5.09,40.7,2.8691822070254367,57.14
2023-05-04 10:15:00+00:00,6.97,5.1,40.7,2.869027034039049,57.14
2023-05-04 10:30:00+00:00,6.97,5.1,40.7,2.8699046727072655,57.14
2023-05-04 10:45:00+00:00,6.97,5.1,40.71,2.871817818980748,57.14
2023-05-04 11:00:00+00:00,6.97,5.1,40.71,2.8747664728594993,57.13
2023-05-04 11:15:00+00:00,6.96,5.1,40.71,2.877848649729027,57.13
2023-05-04 11:30:00+00:00,6.96,5.1,40.71,2.8799000531226713,57.13
2023-05-04 11:45:00+00:00,6.97,5.09,40.71,2.880916081078112,57.13
2023-05-04 12:00:00+00:00,6.96,5.1,40.71,2.8808967335953506,57.13
2023-05-04 12:15:00+00:00,6.96,5.1,40.71,2.880369956475678,57.13
2023-05-04 12:30:00+00:00,6.96,5.1,40.71,2.8800172307789316,57.13
2023-05-04 12:45:00+00:00,6.96,5.1,40.71,2.8798412501061357,57.13
2023-05-04 13:00:00+00:00,6.97,5.1,40.7,2.8798420144572927,57.13
2023-05-04 13:15:00+00:00,6.96,5.1,40.7,2.879931611416903,57.12
2023-05-04 13:30:00+00:00,6.96,5.11,40.7,2.8799965622037402,57.12
2023-05-04 13:45:00+00:00,6.96,5.1,40.7,2.880036418285071,57.12
2023-05-04 14:00:00+00:00,6.96,5.1,40.7,2.8800511796608985,57.12
2023-05-04 14:15:00+00:00,6.96,5.1,40.7,2.8800403750229053,57.12
2023-05-04 14:30:00+00:00,6.96,5.1,40.7,2.8800033959986293,57.12
2023-05-04 14:45:00+00:00,6.96,5.1,40.69,2.8799402401834344,57.12
2023-05-04 15:00:00+00:00,6.96,5.1,40.69,2.8798509075773238,57.12
2023-05-04 15:15:00+00:00,6.96,5.1,40.69,2.879826138445668,57.12
2023-05-04 15:30:00+00:00,6.96,5.09,40.69,2.8799830618044875,57.11
2023-05-04 15:45:00+00:00,6.96,5.1,40.69,2.880322140614319,57.11
2023-05-04 16:00:00+00:00,6.96,5.1,40.68,2.8808433748751643,57.11
2023-05-04 16:15:00+00:00,6.95,5.1,40.68,2.8810027943030887,57.11
2023-05-04 16:30:00+00:00,6.96,5.1,40.68,2.8800982331744485,57.11
2023-05-04 16:45:00+00:00,6.95,5.1,40.68,2.8781269161306504,57.11
2023-05-04 17:00:00+00:00,6.95,5.09,40.67,2.875088843171696,57.11
2023-05-04 17:15:00+00:00,6.95,5.1,40.67,2.8719793179580213,57.11
2023-05-04 17:30:00+00:00,6.95,5.1,40.67,2.870083094704379,57.11
2023-05-04 17:45:00+00:00,6.95,5.09,40.67,2.869405251490668,57.11
2023-05-04 18:00:00+00:00,6.94,5.09,40.67,2.8699457883168895,57.11
2023-05-04 18:15:00+00:00,6.95,5.09,40.66,2.870632409059896,57.1
2023-05-04 18:30:00+00:00,6.94,5.09,40.66,2.8700809763770585,57.11
2023-05-04 18:45:00+00:00,6.94,5.09,40.66,2.8682860193697874,57.1
2023-05-04 19:00:00+00:00,6.94,5.09,40.66,2.8652475380380853,57.11
2023-05-04 19:15:00+00:00,6.94,5.09,40.66,2.862048449904827,57.11
2023-05-04 19:30:00+00:00,6.94,5.09,40.65,2.86008660258883,57.11
2023-05-04 19:45:00+00:00,6.94,5.08,40.65,2.8593675211794944,57.11
2023-05-04 20:00:00+00:00,6.94,5.09,40.65,2.859891205676824,57.11
2023-05-04 20:15:00+00:00,6.94,5.09,40.65,2.860588002622253,57.11
2023-05-04 20:30:00+00:00,6.94,5.08,40.65,2.8600771858677425,57.11
2023-05-04 20:45:00+00:00,6.94,5.08,40.65,2.8583532979976867,57.11
2023-05-04 21:00:00+00:00,6.93,5.08,40.64,2.8554163390120864,57.11
2023-05-04 21:15:00+00:00,6.93,5.08,40.64,2.8522457565838772,57.11
2023-05-04 21:30:00+00:00,6.93,5.09,40.64,2.850105837760273,57.11000003377827
2023-05-04 21:45:00+00:00,6.93,5.08,40.64,2.849001579723275,57.11000010926301
2023-05-04 22:00:00+00:00,6.93,5.08,40.64,2.8489329824728866,57.11000020301599
2023-05-04 22:15:00+00:00,6.93,5.07,40.64,2.8494485689855953,57.110000174407745
2023-05-04 22:30:00+00:00,6.93,5.07,40.64,2.8499655653484033,57.11
2023-05-04 22:45:00+00:00,6.93,5.07,40.64,2.8504816681071077,57.11
2023-05-04 23:00:00+00:00,6.93,5.07,40.64,2.8509968772617102,57.11
2023-05-04 23:15:00+00:00,6.93,5.07,40.63,2.8510628295025513,57.11
2023-05-04 23:30:00+00:00,6.93,5.07,40.63,2.8501007701493095,57.11
2023-05-04 23:45:00+00:00,6.93,5.07,40.63,2.848108411634078,57.11
2023-05-05 00:00:00+00:00,6.93,5.06,40.63,2.845085753956858,57.11
2023-05-05 00:15:00+00:00,6.92,5.06,40.62,2.8419966762213216,57.1
2023-05-05 00:30:00+00:00,6.92,5.07,40.62,2.840085369311298,57.1
2023-05-05 00:45:00+00:00,6.92,5.06,40.62,2.8393567509773137,57.1
2023-05-05 01:00:00+00:00,6.92,5.07,40.62,2.8398108212193707,57.1
2023-05-05 01:15:00+00:00,6.92,5.06,40.62,2.8404682242806283,57.1
2023-05-05 01:30:00+00:00,6.92,5.06,40.61,2.840064791760681,57.1
2023-05-05 01:45:00+00:00,6.92,5.06,40.61,2.838595526946482,57.1
2023-05-05 02:00:00+00:00,6.91,5.06,40.61,2.836060429838034,57.1
2023-05-05 02:15:00+00:00,6.91,5.05,40.61,2.8330162003171293,57.1
2023-05-05 02:30:00+00:00,6.91,5.05,40.61,2.830181435680172,57.1
2023-05-05 02:45:00+00:00,6.91,5.05,40.6,2.8275589762326785,57.1
2023-05-05 03:00:00+00:00,6.91,5.05,40.6,2.8251488219746523,57.1
2023-05-05 03:15:00+00:00,6.91,5.04,40.6,2.8227679071499274,57.1
2023-05-05 03:30:00+00:00,6.91,5.05,40.6,2.820179927491622,57.1
2023-05-05 03:45:00+00:00,6.9,5.05,40.6,2.8173839489907757,57.1
2023-05-05 04:00:00+00:00,6.91,5.05,40.6,2.81437997164739,57.1
2023-05-05 04:15:00+00:00,6.9,5.04,40.6,2.811709690116641,57.1
2023-05-05 04:30:00+00:00,6.9,5.05,40.59,2.8100723327034314,57.09
2023-05-05 04:45:00+00:00,6.9,5.04,40.59,2.8094706631559996,57.09
2023-05-05 05:00:00+00:00,6.9,5.04,40.59,2.8099046814743485,57.09
2023-05-05 05:15:00+00:00,6.9,5.04,40.58,2.81048506326134,57.1
2023-05-05 05:30:00+00:00,6.89,5.04,40.58,2.810063854065572,57.09
2023-05-05 05:45:00+00:00,6.89,5.04,40.58,2.808636516517671,57.1
2023-05-05 06:00:00+00:00,6.89,5.04,40.58,2.806203050617638,57.09
2023-05-05 06:15:00+00:00,6.89,5.04,40.58,2.803202152537546,57.09
2023-05-05 06:30:00+00:00,6.89,5.03,40.58,2.8002000984586966,57.09
2023-05-05 06:45:00+00:00,6.89,5.02,40.57,2.797199126626865,57.09
2023-05-05 07:00:00+00:00,6.89,5.04,40.58,2.7941992370420525,57.09
2023-05-05 07:15:00+00:00,6.89,5.02,40.57,2.791635354846722,57.09
2023-05-05 07:30:00+00:00,6.89,5.03,40.57,2.790068888515587,57.0896067277884
2023-05-05 07:45:00+00:00,6.89,5.03,40.57,2.7895020570544746,57.08875024724615
2023-05-05 08:00:00+00:00,6.88,5.03,40.57,2.789934860463388,57.087430558373235
2023-05-05 08:15:00+00:00,6.88,5.02,40.56,2.790496829493238,57.08564766116965
2023-05-05 08:30:00+00:00,6.88,5.02,40.56,2.7900643482255663,57.08352766612687
2023-05-05 08:45:00+00:00,6.88,5.02,40.56,2.788632975490733,57.08182723619365
2023-05-05 09:00:00+00:00,6.88,5.02,40.56,2.7862027112887398,57.08067248186142
2023-05-05 09:15:00+00:00,6.88,5.01,40.56,2.783205890416074,57.0800634031302
2023-05-05 09:30:00+00:00,6.88,5.02,40.56,2.7802005776865735,57.08
2023-05-05 09:45:00+00:00,6.87,5.01,40.55,2.7771889788900146,57.08
2023-05-05 10:00:00+00:00,6.88,5.01,40.55,2.774171094026399,57.08
2023-05-05 10:15:00+00:00,6.88,5.01,40.55,2.771601161343651,57.09
2023-05-05 10:30:00+00:00,6.88,5.01,40.55,2.7700655189883285,57.08
2023-05-05 10:45:00+00:00,6.87,5.01,40.55,2.769566484502512,57.08
2023-05-05 11:00:00+00:00,6.87,5.01,40.55,2.7701040578862033,57.09
