,WDSC1,RIOC1,MWEC1,IRAC1,GRQC1
2023-05-05 11:15:00+00:00,6.87,5.01,40.55,2.7706982526331343,57.09
2023-05-05 11:30:00+00:00,6.87,5.0,40.54,2.770084086161237,57.08
2023-05-05 11:45:00+00:00,6.87,5.0,40.54,2.768256558539357,57.08
2023-05-05 12:00:00+00:00,6.87,5.0,40.54,2.765215669767496,57.08
2023-05-05 12:15:00+00:00,6.87,5.01,40.54,2.7620315450797683,57.08
2023-05-05 12:30:00+00:00,6.87,5.0,40.54,2.7600855195998064,57.08003359118696
2023-05-05 12:45:00+00:00,6.87,5.0,40.53,2.759383053150232,57.08003918308766
2023-05-05 13:00:00+00:00,6.87,5.0,40.53,2.7599241457310466,57.080021257179226
2023-05-05 13:15:00+00:00,6.87,4.99,40.53,2.7606235879993686,57.0800067023243
2023-05-05 13:30:00+00:00,6.87,4.99,40.53,2.7600805740177057,57.08
2023-05-05 13:45:00+00:00,6.87,4.99,40.53,2.7582895670036947,57.08
2023-05-05 14:00:00+00:00,6.87,4.99,40.53,2.755250566957338,57.08
2023-05-05 14:15:00+00:00,6.87,4.99,40.53,2.752049149146243,57.08
2023-05-05 14:30:00+00:00,6.87,5.0,40.52,2.750086591849517,57.08
2023-05-05 14:45:00+00:00,6.86,4.99,40.52,2.749368433716485,57.08
2023-05-05 15:00:00+00:00,6.86,4.98,40.52,2.749894674747148,57.08
2023-05-05 15:15:00+00:00,6.86,4.98,40.52,2.750592628234286,57.08
2023-05-05 15:30:00+00:00,6.87,4.99,40.52,2.7500776526629704,57.08
2023-05-05 15:45:00+00:00,6.86,4.99,40.52,2.748344275141837,57.08
2023-05-05 16:00:00+00:00,6.86,4.99,40.51,2.745392495670888,57.08
2023-05-05 16:15:00+00:00,6.86,4.99,40.51,2.7422173036702655,57.09
2023-05-05 16:30:00+00:00,6.86,4.98,40.51,2.740103047728218,57.0968454523024
2023-05-05 16:45:00+00:00,6.86,4.99,40.51,2.7390548043213796,57.097985020820786
2023-05-05 17:00:00+00:00,6.86,4.99,40.51,2.739072573449751,57.09433196860829
2023-05-05 17:15:00+00:00,6.86,4.99,40.51,2.739614660855236,57.091365873983655
2023-05-05 17:30:00+00:00,6.86,4.99,40.5,2.739981838745501,57.09
2023-05-05 17:45:00+00:00,6.86,4.99,40.5,2.740171343374329,57.09
2023-05-05 18:00:00+00:00,6.86,4.99,40.5,2.7401831747417233,57.09
2023-05-05 18:15:00+00:00,6.86,4.99,40.5,2.7400947311983224,57.09
2023-05-05 18:30:00+00:00,6.86,4.99,40.5,2.740005919798782,57.09
2023-05-05 18:45:00+00:00,6.86,4.99,40.5,2.7399171354326457,57.09
2023-05-05 19:00:00+00:00,6.86,4.99,40.5,2.739828378099915,57.09
2023-05-05 19:15:00+00:00,6.86,4.99,40.5,2.7398169519548334,57.09
2023-05-05 19:30:00+00:00,6.86,4.99,40.5,2.739982642461811,57.09
2023-05-05 19:45:00+00:00,6.86,4.98,40.5,2.740325844029797,57.09
2023-05-05 20:00:00+00:00,6.86,4.98,40.49,2.740846556658793,57.09
2023-05-05 20:15:00+00:00,6.86,4.98,40.49,2.7410035570726827,57.08
2023-05-05 20:30:00+00:00,6.85,4.98,40.49,2.7400982254303585,57.07315452876679
2023-05-05 20:45:00+00:00,6.86,4.98,40.49,2.738127800388575,57.07201491913369
2023-05-05 21:00:00+00:00,6.86,4.98,40.49,2.735092281947333,57.075667920707325
2023-05-05 21:15:00+00:00,6.85,4.98,40.49,2.7319839278312976,57.07863403112722
2023-05-05 21:30:00+00:00,6.85,4.98,40.49,2.730083560511598,57.08
2023-05-05 21:45:00+00:00,6.85,4.98,40.49,2.729396242527644,57.08
2023-05-05 22:00:00+00:00,6.85,4.98,40.48,2.7299219738794376,57.08
2023-05-05 22:15:00+00:00,6.85,4.98,40.49,2.7306039870506433,57.08
2023-05-05 22:30:00+00:00,6.85,4.98,40.48,2.7300781892778327,57.08
2023-05-05 22:45:00+00:00,6.85,4.97,40.49,2.728339188890004,57.08
2023-05-05 23:00:00+00:00,6.85,4.97,40.49,2.725386985887159,57.08
2023-05-05 23:15:00+00:00,6.85,4.97,40.49,2.7222143720870684,57.08
2023-05-05 23:30:00+00:00,6.85,4.98,40.48,2.720102859376963,57.05
2023-05-05 23:45:00+00:00,6.85,4.98,40.48,2.71905751302122,57.06
2023-05-06 00:00:00+00:00,6.85,4.98,40.48,2.719078333019839,57.06
2023-05-06 00:15:00+00:00,6.85,4.98,40.49,2.719620891538062,57.06
2023-05-06 00:30:00+00:00,6.85,4.97,40.49,2.7199824322381674,57.06
2023-05-06 00:45:00+00:00,6.85,4.97,40.49,2.7201601774271214,57.07
2023-05-06 01:00:00+00:00,6.85,4.97,40.49,2.720154127104924,57.08
2023-05-06 01:15:00+00:00,6.85,4.98,40.49,2.7200602786845636,57.06
2023-05-06 01:30:00+00:00,6.85,4.98,40.49,2.720002547194034,57.06
2023-05-06 01:45:00+00:00,6.85,4.98,40.49,2.719981422416054,57.07
2023-05-06 02:00:00+00:00,6.84,4.98,40.49,2.719996904350624,57.08
2023-05-06 02:15:00+00:00,6.84,4.98,40.49,2.7200174363545595,57.07
2023-05-06 02:30:00+00:00,6.85,4.97,40.49,2.720002284597632,57.063233400915436
2023-05-06 02:45:00+00:00,6.84,4.97,40.49,2.7199512880765586,57.06424147572371
2023-05-06 03:00:00+00:00,6.84,4.98,40.49,2.7198644467913407,57.071667674684605
2023-05-06 03:15:00+00:00,6.84,4.98,40.49,2.7198351031880823,57.07737269935677
2023-05-06 03:30:00+00:00,6.84,4.97,40.49,2.719983745220178,57.08
2023-05-06 03:45:00+00:00,6.84,4.97,40.49,2.720310849124596,57.08
2023-05-06 04:00:00+00:00,6.85,4.97,40.49,2.720816414901338,57.08
2023-05-06 04:15:00+00:00,6.84,4.97,40.5,2.7209719445169473,57.08
2023-05-06 04:30:00+00:00,6.85,4.97,40.5,2.720095244081303,57.08
2023-05-06 04:45:00+00:00,6.84,4.97,40.5,2.718183617175865,57.08
2023-05-06 05:00:00+00:00,6.85,4.97,40.5,2.7152370638006365,57.08
2023-05-06 05:15:00+00:00,6.84,4.97,40.5,2.7121554519324578,57.09
2023-05-06 05:30:00+00:00,6.84,4.96,40.5,2.710100345847565,57.09
2023-05-06 05:45:00+00:00,6.84,4.96,40.5,2.709076336709102,57.09
2023-05-06 06:00:00+00:00,6.84,4.96,40.51,2.709083424517072,57.09
2023-05-06 06:15:00+00:00,6.84,4.97,40.51,2.7096064549994177,57.09
2023-05-06 06:30:00+00:00,6.84,4.96,40.51,2.7099804586110903,57.09
2023-05-06 06:45:00+00:00,6.84,4.96,40.51,2.710202807013967,57.1
2023-05-06 07:00:00+00:00,6.84,4.97,40.52,2.710273500208049,57.1
2023-05-06 07:15:00+00:00,6.84,4.97,40.52,2.7102058180710387,57.1
2023-05-06 07:30:00+00:00,6.84,4.97,40.53,2.7100169024858953,57.1
2023-05-06 07:45:00+00:00,6.85,4.96,40.54,2.7097068212070954,57.1
2023-05-06 08:00:00+00:00,6.84,4.96,40.56,2.7092755742346406,57.09
2023-05-06 08:15:00+00:00,6.85,4.97,40.58,2.709158636574351,57.08
2023-05-06 08:30:00+00:00,6.85,4.97,40.61,2.70991812647354,57.1
2023-05-06 08:45:00+00:00,6.85,4.97,40.64,2.7115562657434595,57.08
2023-05-06 09:00:00+00:00,6.85,4.97,40.66,2.7140730543841123,57.1
2023-05-06 09:15:00+00:00,6.85,4.98,40.67,2.717020140260635,57.09
2023-05-06 09:30:00+00:00,6.85,4.98,40.69,2.7198187831173146,57.09
2023-05-06 09:45:00+00:00,6.85,4.98,40.7,2.7224666954432584,57.11
2023-05-06 10:00:00+00:00,6.85,4.98,40.71,2.7249638772384674,57.1
2023-05-06 10:15:00+00:00,6.86,4.99,40.71,2.727387188528508,57.11
2023-05-06 10:30:00+00:00,6.85,4.99,40.72,2.7298358414892423,57.12
2023-05-06 10:45:00+00:00,6.85,4.99,40.72,2.732310228263657,57.12
2023-05-06 11:00:00+00:00,6.86,5.0,40.72,2.7348103488517532,57.11
2023-05-06 11:15:00+00:00,6.86,4.99,40.72,2.737323395234983,57.09
2023-05-06 11:30:00+00:00,6.86,4.99,40.71,2.7398328346138987,57.12
2023-05-06 11:45:00+00:00,6.86,5.0,40.71,2.7423386016414666,57.14
2023-05-06 12:00:00+00:00,6.86,5.0,40.71,2.7448406963176875,57.15
2023-05-06 12:15:00+00:00,6.87,5.0,40.71,2.7473391067282655,57.15
2023-05-06 12:30:00+00:00,6.86,5.01,40.71,2.7498338174940367,57.16
2023-05-06 12:45:00+00:00,6.87,5.01,40.73,2.7523248285542126,57.17
2023-05-06 13:00:00+00:00,6.87,5.01,40.74,2.754812139908795,57.18
2023-05-06 13:15:00+00:00,6.87,5.02,40.76,2.757308631062093,57.18
2023-05-06 13:30:00+00:00,6.87,5.01,40.8,2.7598309270885504,57.19
2023-05-06 13:45:00+00:00,6.87,5.02,40.84,2.762379093699923,57.19
2023-05-06 14:00:00+00:00,6.87,5.02,40.88,2.7649531308962128,57.19
2023-05-06 14:15:00+00:00,6.88,5.02,40.9,2.7674757735658435,57.19
2023-05-06 14:30:00+00:00,6.88,5.02,40.93,2.769847286641329,57.2
2023-05-06 14:45:00+00:00,6.87,5.03,40.95,2.7720672759129137,57.2
2023-05-06 15:00:00+00:00,6.88,5.02,40.97,2.7741357413806007,57.2
2023-05-06 15:15:00+00:00,6.88,5.02,40.97,2.776503394209513,57.21
2023-05-06 15:30:00+00:00,6.88,5.02,40.98,2.7797520197301453,57.21955069184844
2023-05-06 15:45:00+00:00,6.88,5.03,40.98,2.7838839174892582,57.226634270919476
2023-05-06 16:00:00+00:00,6.88,5.04,40.98,2.7888990874868527,57.231250737213074
2023-05-06 16:15:00+00:00,6.88,5.05,40.99,2.7943483056215244,57.233400090729255
2023-05-06 16:30:00+00:00,6.88,5.05,40.99,2.7996517060889117,57.233082331468
2023-05-06 16:45:00+00:00,6.89,5.05,41.0,2.8048069969293135,57.23029745942932
2023-05-06 17:00:00+00:00,6.88,5.06,41.01,2.809814178142732,57.22544947344524
2023-05-06 17:15:00+00:00,6.89,5.07,41.02,2.8147401053946774,57.22096236650778
2023-05-06 17:30:00+00:00,6.89,5.08,41.02,2.81967107706972,57.21724013744896
2023-05-06 17:45:00+00:00,6.89,5.08,41.02,2.8246074342681915,57.214282786268754
2023-05-06 18:00:00+00:00,6.88,5.08,41.03,2.8295491769900956,57.21209031296722
2023-05-06 18:15:00+00:00,6.89,5.08,41.02,2.8345443953437455,57.21066271754428
2023-05-06 18:30:00+00:00,6.88,5.09,41.01,2.8396551648261044,57.21
2023-05-06 18:45:00+00:00,6.89,5.08,41.01,2.8448817307948664,57.21
2023-05-06 19:00:00+00:00,6.89,5.1,40.99,2.850224093250034,57.21
2023-05-06 19:15:00+00:00,6.89,5.1,40.98,2.855326855876185,57.21
2023-05-06 19:30:00+00:00,6.89,5.1,40.96,2.85973126730699,57.21
2023-05-06 19:45:00+00:00,6.89,5.1,40.95,2.863435514295942,57.2
2023-05-06 20:00:00+00:00,6.9,5.11,40.94,2.8664395968430405,57.2
2023-05-06 20:15:00+00:00,6.9,5.11,40.93,2.8686500249547024,57.21
2023-05-06 20:30:00+00:00,6.89,5.11,40.91,2.869946120220846,57.21
2023-05-06 20:45:00+00:00,6.9,5.11,40.9,2.8703274056517056,57.21
2023-05-06 21:00:00+00:00,6.9,5.1,40.89,2.869793881247285,57.21
2023-05-06 21:15:00+00:00,6.9,5.11,40.88,2.869261883284493,57.21
2023-05-06 21:30:00+00:00,6.9,5.11,40.87,2.869914233590163,57.21
2023-05-06 21:45:00+00:00,6.9,5.11,40.86,2.87175560734938,57.2
2023-05-06 22:00:00+00:00,6.9,5.11,40.85,2.8747860045621447,57.2
2023-05-06 22:15:00+00:00,6.91,5.11,40.84,2.877956453116119,57.21
2023-05-06 22:30:00+00:00,6.92,5.11,40.84,2.8799129226826237,57.21
2023-05-06 22:45:00+00:00,6.93,5.11,40.83,2.880650061363126,57.2
2023-05-06 23:00:00+00:00,6.93,5.1,40.83,2.880167869157627,57.2
2023-05-06 23:15:00+00:00,6.93,5.11,40.82,2.8794882869076797,57.2
2023-05-06 23:30:00+00:00,6.94,5.11,40.82,2.8799304525363145,57.2
2023-05-06 23:45:00+00:00,6.94,5.11,40.81,2.8814995800274152,57.2
2023-05-07 00:00:00+00:00,6.95,5.12,40.81,2.8841956693809836,57.19
2023-05-07 00:15:00+00:00,6.96,5.12,40.81,2.887291603215578,57.2
2023-05-07 00:30:00+00:00,6.97,5.11,40.81,2.8898488065439336,57.19
2023-05-07 00:45:00+00:00,6.97,5.12,40.8,2.8918635695834904,57.19
2023-05-07 01:00:00+00:00,6.98,5.12,40.81,2.8933358923342505,57.19
2023-05-07 01:15:00+00:00,6.99,5.13,40.81,2.895428760465516,57.19
2023-05-07 01:30:00+00:00,6.99,5.14,40.81,2.899643374866751,57.18
2023-05-07 01:45:00+00:00,7.0,5.14,40.81,2.9059856691383077,57.18
2023-05-07 02:00:00+00:00,7.0,5.14,40.81,2.9144556432801885,57.18
2023-05-07 02:15:00+00:00,7.0,5.15,40.81,2.92315805621355,57.18
2023-05-07 02:30:00+00:00,7.0,5.15,40.81,2.9296464998111187,57.17
2023-05-07 02:45:00+00:00,7.0,5.16,40.81,2.9339113044755516,57.17
2023-05-07 03:00:00+00:00,7.01,5.16,40.82,2.9359524702068516,57.17
2023-05-07 03:15:00+00:00,7.01,5.16,40.82,2.937267346697632,57.17
2023-05-07 03:30:00+00:00,7.01,5.17,40.82,2.939788737377653,57.16
2023-05-07 03:45:00+00:00,7.01,5.17,40.83,2.9435242817861607,57.16
2023-05-07 04:00:00+00:00,7.01,5.18,40.83,2.948473979923157,57.16
2023-05-07 04:15:00+00:00,7.02,5.18,40.83,2.9540823080451055,57.15
2023-05-07 04:30:00+00:00,7.02,5.19,40.83,2.959632187034079,57.16
2023-05-07 04:45:00+00:00,7.02,5.19,40.84,2.9651207825852626,57.15
2023-05-07 05:00:00+00:00,7.02,5.19,40.84,2.9705480946986578,57.15
2023-05-07 05:15:00+00:00,7.02,5.19,40.84,2.97557213836507,57.15
2023-05-07 05:30:00+00:00,7.02,5.19,40.84,2.9797514737512087,57.15
2023-05-07 05:45:00+00:00,7.02,5.19,40.84,2.9830843560355973,57.14
2023-05-07 06:00:00+00:00,7.03,5.2,40.84,2.9855707852182363,57.14
2023-05-07 06:15:00+00:00,7.03,5.2,40.85,2.9876404173200304,57.14
2023-05-07 06:30:00+00:00,7.03,5.2,40.85,2.9898478593475595,57.13713438129931
2023-05-07 06:45:00+00:00,7.03,5.2,40.85,2.992195303423377,57.131315952627325
2023-05-07 07:00:00+00:00,7.04,5.2,40.85,2.9946827495474846,57.12389896171271
2023-05-07 07:15:00+00:00,7.04,5.2,40.85,2.9972520243814147,57.12300889492738
2023-05-07 07:30:00+00:00,7.04,5.21,40.85,2.9998280368301047,57.13
2023-05-07 07:45:00+00:00,7.04,5.21,40.85,3.002410490090808,57.14
2023-05-07 08:00:00+00:00,7.05,5.21,40.85,3.004999384163526,57.13
2023-05-07 08:15:00+00:00,7.05,5.22,40.85,3.0075141030581514,57.13
2023-05-07 08:30:00+00:00,7.05,5.23,40.85,3.00985058633848,57.131366828621815
2023-05-07 08:45:00+00:00,7.05,5.22,40.85,3.0120084226984387,57.13162416285974
2023-05-07 09:00:00+00:00,7.06,5.23,40.85,3.0139876121380285,57.13077200271378
2023-05-07 09:15:00+00:00,7.06,5.23,40.85,3.0163300239363418,57.12881034818394
2023-05-07 09:30:00+00:00,7.06,5.24,40.85,3.019735111805682,57.12595698124827
2023-05-07 09:45:00+00:00,7.07,5.24,40.85,3.024205640385225,57.1235185937752
2023-05-07 10:00:00+00:00,7.07,5.23,40.85,3.0297416096749754,57.12171296774281
2023-05-07 10:15:00+00:00,7.07,5.24,40.85,3.0353501977682424,57.120540103151065
2023-05-07 10:30:00+00:00,7.07,5.24,40.85,3.0397498539385444,57.12
2023-05-07 10:45:00+00:00,7.07,5.26,40.85,3.0429355127679862,57.12
2023-05-07 11:00:00+00:00,7.08,5.26,40.85,3.0449071742565716,57.12
2023-05-07 11:15:00+00:00,7.08,5.25,40.85,3.0467243450097583,57.12
2023-05-07 11:30:00+00:00,7.08,5.26,40.85,3.0497546534519455,57.120001319215184
2023-05-07 11:45:00+00:00,7.08,5.25,40.85,3.0540035052290775,57.12000153641702
2023-05-07 12:00:00+00:00,7.08,5.27,40.84,3.0594709003411564,57.12000082856782
2023-05-07 12:15:00+00:00,7.09,5.26,40.84,3.0651481766176527,57.12000025744138
2023-05-07 12:30:00+00:00,7.09,5.28,40.84,3.069733336460897,57.12
2023-05-07 12:45:00+00:00,7.09,5.27,40.84,3.0732212336353255,57.12
2023-05-07 13:00:00+00:00,7.09,5.28,40.84,3.075611868140938,57.12
2023-05-07 13:15:00+00:00,7.09,5.27,40.84,3.0775421508398817,57.12
2023-05-07 13:30:00+00:00,7.1,5.28,40.84,3.0798342166715615,57.12
2023-05-07 13:45:00+00:00,7.09,5.29,40.83,3.0824913151811915,57.12
2023-05-07 14:00:00+00:00,7.1,5.28,40.83,3.0855134463687746,57.12
2023-05-07 14:15:00+00:00,7.09,5.29,40.83,3.088265585009727,57.12
2023-05-07 14:30:00+00:00,7.1,5.29,40.83,3.0899280301764045,57.12
2023-05-07 14:45:00+00:00,7.1,5.29,40.83,3.0904975419441914,57.13
2023-05-07 15:00:00+00:00,7.1,5.29,40.83,3.0899741203130886,57.12
2023-05-07 15:15:00+00:00,7.1,5.29,40.82,3.089353227990648,57.12
2023-05-07 15:30:00+00:00,7.1,5.29,40.82,3.0899198244922355,57.12
2023-05-07 15:45:00+00:00,7.1,5.3,40.82,3.091678988709215,57.12
2023-05-07 16:00:00+00:00,7.1,5.29,40.82,3.0946307206415877,57.13
2023-05-07 16:15:00+00:00,7.1,5.3,40.81,3.097792824824161,57.13
2023-05-07 16:30:00+00:00,7.1,5.3,40.81,3.0998974673146265,57.13
2023-05-07 16:45:00+00:00,7.1,5.31,40.81,3.1009396369116278,57.14
2023-05-07 17:00:00+00:00,7.1,5.3,40.81,3.1009193336151695,57.14
2023-05-07 17:15:00+00:00,7.1,5.31,40.81,3.1003787119532764,57.14
2023-05-07 17:30:00+00:00,7.1,5.3,40.8,3.100017593842234,57.14
2023-05-07 17:45:00+00:00,7.1,5.3,40.8,3.0998387453765726,57.14
2023-05-07 18:00:00+00:00,7.1,5.3,40.8,3.099842166556293,57.14
2023-05-07 18:15:00+00:00,7.1,5.3,40.8,3.099934903456184,57.14
2023-05-07 18:30:00+00:00,7.1,5.29,40.8,3.099996969631972,57.14004727963359
2023-05-07 18:45:00+00:00,7.1,5.3,40.79,3.1000278908289363,57.14014960243915
2023-05-07 19:00:00+00:00,7.1,5.31,40.8,3.100027667047078,57.140275495221196
2023-05-07 19:15:00+00:00,7.1,5.3,40.79,3.10001186730962,57.14023611880665
2023-05-07 19:30:00+00:00,7.1,5.3,40.79,3.1000005883659334,57.14
2023-05-07 19:45:00+00:00,7.1,5.3,40.79,3.099993909649808,57.14
2023-05-07 20:00:00+00:00,7.1,5.29,40.79,3.099991831161247,57.14
2023-05-07 20:15:00+00:00,7.1,5.31,40.78,3.0999938926860993,57.13
2023-05-07 20:30:00+00:00,7.1,5.31,40.78,3.0999995001724336,57.14
2023-05-07 20:45:00+00:00,7.1,5.31,40.78,3.1000086512722165,57.14
2023-05-07 21:00:00+00:00,7.1,5.3,40.78,3.100021345985449,57.14
2023-05-07 21:15:00+00:00,7.1,5.3,40.78,3.1000247765737865,57.14
2023-05-07 21:30:00+00:00,7.1,5.29,40.78,3.100002410599471,57.14
2023-05-07 21:45:00+00:00,7.1,5.3,40.77,3.099954182716896,57.14
2023-05-07 22:00:00+00:00,7.09,5.3,40.77,3.0998800929260653,57.13
2023-05-07 22:15:00+00:00,7.1,5.3,40.77,3.0998574478711833,57.14
2023-05-07 22:30:00+00:00,7.1,5.3,40.77,3.099986036230746,57.14
2023-05-07 22:45:00+00:00,7.09,5.29,40.76,3.1002662524264055,57.14
2023-05-07 23:00:00+00:00,7.09,5.3,40.77,3.1006980964581645,57.14
2023-05-07 23:15:00+00:00,7.09,5.29,40.76,3.100830536199114,57.13
2023-05-07 23:30:00+00:00,7.09,5.29,40.76,3.100081372016056,57.123162161312464
2023-05-07 23:45:00+00:00,7.09,5.29,40.76,3.0984483027246688,57.122025191519924
2023-05-08 00:00:00+00:00,7.09,5.29,40.76,3.095931328324954,57.1256763108019
2023-05-08 00:15:00+00:00,7.08,5.29,40.75,3.0929815571563584,57.128638840235425
2023-05-08 00:30:00+00:00,7.09,5.28,40.76,3.0901812872284777,57.13
2023-05-08 00:45:00+00:00,7.08,5.29,40.75,3.0875328201144705,57.13
2023-05-08 01:00:00+00:00,7.08,5.28,40.75,3.0850361558143398,57.13
2023-05-08 01:15:00+00:00,7.08,5.28,40.75,3.082613454196074,57.13
2023-05-08 01:30:00+00:00,7.08,5.28,40.74,3.080164237946419,57.13136222872545
2023-05-08 01:45:00+00:00,7.07,5.28,40.74,3.0776881099218425,57.13432707424081
2023-05-08 02:00:00+00:00,7.08,5.28,40.74,3.0751850701223473,57.13798104408503
2023-05-08 02:15:00+00:00,7.07,5.27,40.74,3.072671051000533,57.13684318349179
2023-05-08 02:30:00+00:00,7.07,5.27,40.74,3.0701666184263448,57.13
2023-05-08 02:45:00+00:00,7.06,5.26,40.74,3.0676718536878043,57.12
2023-05-08 03:00:00+00:00,7.06,5.26,40.73,3.0651867567849145,57.12
2023-05-08 03:15:00+00:00,7.06,5.26,40.73,3.0626935731340597,57.12
2023-05-08 03:30:00+00:00,7.06,5.26,40.73,3.0601693848288445,57.119406725830174
2023-05-08 03:45:00+00:00,7.06,5.26,40.73,3.0576141012846585,57.11847700210116
2023-05-08 04:00:00+00:00,7.05,5.25,40.72,3.055027722501504,57.11721082881296
2023-05-08 04:15:00+00:00,7.05,5.24,40.72,3.052500843528444,57.11560820596554
2023-05-08 04:30:00+00:00,7.05,5.25,40.72,3.050150405933922,57.11376112925844
2023-05-08 04:45:00+00:00,7.05,5.23,40.72,3.047976871937575,57.11222157288864
2023-05-08 05:00:00+00:00,7.04,5.24,40.72,3.0459802415394033,57.11108153255562
2023-05-08 05:15:00+00:00,7.04,5.23,40.71,3.0436346990286105,57.11034100825941
2023-05-08 05:30:00+00:00,7.04,5.23,40.71,3.0402615129009583,57.11
2023-05-08 05:45:00+00:00,7.04,5.23,40.71,3.035858000423225,57.11
2023-05-08 06:00:00+00:00,7.03,5.22,40.71,3.0304241615954153,57.11
2023-05-08 06:15:00+00:00,7.03,5.23,40.7,3.0248465178554493,57.11
2023-05-08 06:30:00+00:00,7.03,5.22,40.7,3.0202694055492225,57.11
2023-05-08 06:45:00+00:00,7.03,5.22,40.7,3.016697347745294,57.11
2023-05-08 07:00:00+00:00,7.02,5.21,40.7,3.0141303444436662,57.11
2023-05-08 07:15:00+00:00,7.02,5.21,40.7,3.0121306382831383,57.11
2023-05-08 07:30:00+00:00,7.02,5.21,40.69,3.01013316491482,57.11
2023-05-08 07:45:00+00:00,7.02,5.21,40.69,3.0081356908827868,57.11
2023-05-08 08:00:00+00:00,7.02,5.2,40.69,3.0061382161870385,57.11
2023-05-08 08:15:00+00:00,7.01,5.21,40.69,3.003702985779056,57.11
2023-05-08 08:30:00+00:00,7.0,5.2,40.69,3.0002649382951923,57.10733384324593
2023-05-08 08:45:00+00:00,7.01,5.19,40.68,2.99582184029132,57.101544089556334
2023-05-08 09:00:00+00:00,7.0,5.19,40.68,2.9903736917674415,57.09401340905625
2023-05-08 09:15:00+00:00,7.01,5.19,40.68,2.984807002598084,57.0930378224958
2023-05-08 09:30:00+00:00,7.0,5.18,40.68,2.980266094202922,57.1
2023-05-08 09:45:00+00:00,7.0,5.18,40.68,2.9767554895915183,57.11
2023-05-08 10:00:00+00:00,7.0,5.18,40.67,2.9742751887638743,57.1
2023-05-08 10:15:00+00:00,7.0,5.17,40.67,2.9722994430768868,57.1
2023-05-08 10:30:00+00:00,6.99,5.18,40.67,2.9701496075983904,57.1
2023-05-08 10:45:00+00:00,6.99,5.17,40.67,2.967822999937349,57.11
2023-05-08 11:00:00+00:00,6.99,5.17,40.67,2.965319620093763,57.1
2023-05-08 11:15:00+00:00,6.99,5.17,40.67,2.9627296722739316,57.09
2023-05-08 11:30:00+00:00,6.98,5.17,40.67,2.960169593540071,57.08
2023-05-08 11:45:00+00:00,6.99,5.17,40.66,2.957639844117722,57.09
2023-05-08 12:00:00+00:00,6.99,5.16,40.66,2.9551404240068866,57.1
2023-05-08 12:15:00+00:00,6.98,5.16,40.66,2.9526558566128602,57.06
2023-05-08 12:30:00+00:00,6.99,5.16,40.66,2.9501661644945223,57.03809869676527
2023-05-08 12:45:00+00:00,6.98,5.16,40.66,2.947671268689653,57.04733284734187
2023-05-08 13:00:00+00:00,6.99,5.16,40.66,2.9451711691982556,57.082028530852206
2023-05-08 13:15:00+00:00,6.99,5.16,40.66,2.9426685213822434,57.10814222203078
2023-05-08 13:30:00+00:00,6.98,5.16,40.66,2.940166752826135,57.12
2023-05-08 13:45:00+00:00,6.98,5.15,40.66,2.937665877077693,57.12
2023-05-08 14:00:00+00:00,6.98,5.16,40.65,2.93516589413692,57.12
2023-05-08 14:15:00+00:00,6.98,5.15,40.65,2.9326663484270137,57.11
2023-05-08 14:30:00+00:00,6.98,5.15,40.65,2.9301666518820046,57.10419736006389
2023-05-08 14:45:00+00:00,6.98,5.15,40.65,2.927666802177521,57.10538014578088
2023-05-08 15:00:00+00:00,6.98,5.14,40.64,2.9251667993135637,57.11231471487696
2023-05-08 15:15:00+00:00,6.98,5.14,40.64,2.922666721389011,57.11759921370801
2023-05-08 15:30:00+00:00,6.97,5.15,40.64,2.920166669215174,57.12
2023-05-08 15:45:00+00:00,6.98,5.14,40.64,2.917666643190515,57.12
2023-05-08 16:00:00+00:00,6.98,5.13,40.64,2.9151666433150356,57.12
2023-05-08 16:15:00+00:00,6.97,5.13,40.64,2.9126666565722537,57.12
2023-05-08 16:30:00+00:00,6.97,5.14,40.64,2.9101666661602854,57.13
2023-05-08 16:45:00+00:00,6.97,5.13,40.64,2.907666672012721,57.13
2023-05-08 17:00:00+00:00,6.97,5.14,40.64,2.9051666741295596,57.14
2023-05-08 17:15:00+00:00,6.97,5.12,40.64,2.902666672510801,57.15
2023-05-08 17:30:00+00:00,6.97,5.13,40.63,2.9001666671564448,57.15
2023-05-08 17:45:00+00:00,6.97,5.12,40.63,2.9,57.15
2023-05-08 18:00:00+00:00,6.97,5.12,40.63,2.9,57.16
2023-05-08 18:15:00+00:00,6.97,5.13,40.63,2.9,57.16
